t (s); p (bar); mp_in (kg/s); mp_out (kg/s)
1.035377e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.036110e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.036842e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.037574e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.038306e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.039039e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.039771e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.040503e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.041235e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.041968e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.042700e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.043432e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.044164e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.044896e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.045629e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.046361e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.047093e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.047825e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.048558e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.049290e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.050022e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.050754e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.051487e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.052219e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.052951e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.053683e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.054416e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.055148e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.055880e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.056612e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.057344e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.058077e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.058809e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.059541e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.060273e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.061006e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.061738e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.062470e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.063202e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.063935e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.064667e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.065399e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.066131e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.066863e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.067596e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.068328e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.069060e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.069792e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.070525e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.071257e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.071989e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.072721e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.073454e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.074186e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.074918e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.075650e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.076382e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.077115e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.077847e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.078579e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.079311e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.080044e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.080776e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.081508e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.082240e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.082973e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.083705e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.084437e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.085169e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.085902e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.086634e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.087366e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.088098e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.088830e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.089563e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.090295e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.091027e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.091759e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.092492e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.093224e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.093956e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.094688e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.095421e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.096153e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.096885e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.097617e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.098349e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.099082e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.099814e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.100546e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.101278e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.102011e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.102743e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.103475e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.104207e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.104940e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.105672e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.106404e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.107136e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.107869e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.108601e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.109333e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.110065e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.110797e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.111530e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.112262e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.112994e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.113726e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.114459e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.115191e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.115923e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.116655e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.117388e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.118120e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.118852e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.119584e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.120316e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.121049e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.121781e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.122513e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.123245e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.123978e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.124710e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.125442e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.126174e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.126907e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.127639e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.128371e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.129103e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.129835e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.130568e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.131300e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.132032e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.132764e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.133497e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.134229e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.134961e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.135693e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.136426e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.137158e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.137890e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.138622e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.139355e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.140087e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.140819e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.141551e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.142283e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.143016e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.143748e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.144480e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.145212e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.145945e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.146677e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.147409e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.148141e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.148874e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.149606e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.150338e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.151070e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.151802e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.152535e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.153267e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.153999e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.154731e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.155464e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.156196e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.156928e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.157660e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.158393e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.159125e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.159857e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.160589e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.161322e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.162054e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.162786e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.163518e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.164250e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.164983e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.165715e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.166447e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.167179e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.167912e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.168644e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.169376e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.170108e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.170841e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.171573e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.172305e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.173037e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.173769e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.174502e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.175234e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.175966e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.176698e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.177431e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.178163e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.178895e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.179627e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.180360e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.181092e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.181824e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.182556e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.183289e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.184021e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.184753e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.185485e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.186217e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.186950e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.187682e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.188414e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.189146e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.189879e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.190611e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.191343e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.192075e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.192808e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.193540e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.194272e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.195004e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.195736e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.196469e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.197201e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.197933e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.198665e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.199398e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.200130e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.200862e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.201594e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.202327e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.203059e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.203791e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.204523e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.205255e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.205988e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.206720e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.207452e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.208184e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.208917e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.209649e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.210381e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.211113e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.211846e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.212578e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.213310e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.214042e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.214775e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.215507e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.216239e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.216971e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.217703e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.218436e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.219168e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.219900e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.220632e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.221365e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.222097e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.222829e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.223561e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.224294e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.225026e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.225758e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.226490e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.227222e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.227955e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.228687e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.229419e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.230151e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.230884e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.231616e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.232348e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.233080e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.233813e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.234545e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.235277e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.236009e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.236742e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.237474e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.238206e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.238938e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.239670e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.240403e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.241135e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.241867e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.242599e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.243332e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.244064e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.244796e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.245528e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.246261e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.246993e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.247725e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.248457e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.249189e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.249922e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.250654e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.251386e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.252118e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.252851e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.253583e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.254315e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.255047e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.255780e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.256512e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.257244e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.257976e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.258709e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.259441e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.260173e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.260905e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.261637e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.262370e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.263102e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.263834e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.264566e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.265299e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.266031e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.266763e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.267495e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.268228e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.268960e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.269692e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.270424e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.271156e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.271889e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.272621e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.273353e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.274085e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.274818e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.275550e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.276282e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.277014e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.277747e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.278479e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.279211e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.279943e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.280675e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.281408e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.282140e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.282872e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.283604e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.284337e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.285069e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.285801e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.286533e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.287266e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.287998e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.288730e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.289462e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.290195e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.290927e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.291659e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.292391e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.293123e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.293856e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.294588e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.295320e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.296052e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.296785e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.297517e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.298249e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.298981e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.299714e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.300446e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.301178e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.301910e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.302642e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.303375e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.304107e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.304839e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.305571e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.306304e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.307036e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.307768e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.308500e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.309233e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.309965e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.310697e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.311429e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.312162e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.312894e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.313626e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.314358e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.315090e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.315823e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.316555e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.317287e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.318019e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.318752e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.319484e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.320216e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.320948e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.321681e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.322413e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.323145e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.323877e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.324609e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.325342e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.326074e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.326806e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
